combo_index,card1_name,card2_name,reach_oop,reach_ip,card1_rank,card2_rank,is_pair,is_suited,rank_gap,suit_with_board_c1,suit_with_board_c2,pairs_with_board,overcards,flush_potential,hand_strength,is_blocked,board_rank1,board_rank2,board_rank3,board_rank4,board_suit1,board_suit2,board_suit3,board_suit4,suit_count_club,suit_count_diamond,suit_count_heart,suit_count_spade,board_paired,board_trips,monotone,high_card,connectivity,pot,stack,spr,cfv_oop,cfv_ip
649,5h,Qd,0.5152,0.5942,0.25,0.8333,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0612,-0.0557
650,5h,Qh,0.5565,0.6031,0.25,0.8333,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0661,-0.0565
651,5h,Qs,0.6107,0.6366,0.25,0.8333,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0725,-0.0597
652,5h,Kc,0.647,0.606,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.035,0.048
653,5h,Kd,0.0,0.0,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
654,5h,Kh,0.6119,0.4886,0.25,0.9167,0,1,0.6667,0.25,0.25,1,0.0,0.6,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0331,0.0387
655,5h,Ks,0.6692,0.6492,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0362,0.0514
656,5h,Ac,0.5785,0.5611,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0398,0.0526
657,5h,Ad,0.6655,0.5868,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0458,0.055
658,5h,Ah,0.0,0.0,0.25,1.0,0,1,0.75,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
659,5h,As,0.593,0.5262,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0408,0.0493
660,5s,6c,0.3656,0.3049,0.25,0.3333,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0571,-0.04
661,5s,6d,0.2718,0.22,0.25,0.3333,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0425,-0.0289
662,5s,6h,0.3183,0.1978,0.25,0.3333,0,0,0.0833,0.25,0.25,0,0.0,0.4,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0497,-0.026
663,5s,6s,0.3409,0.2347,0.25,0.3333,0,1,0.0833,0.25,0.25,0,0.0,0.6,0.0875,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0533,-0.0308
664,5s,7c,0.3173,0.3015,0.25,0.4167,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.3333,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0106,-0.0025
665,5s,7d,0.3073,0.3777,0.25,0.4167,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.3333,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0102,-0.0031
666,5s,7h,0.3887,0.3469,0.25,0.4167,0,0,0.1667,0.25,0.25,1,0.0,0.4,0.3333,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.013,-0.0029
667,5s,7s,0.0,0.0,0.25,0.4167,0,1,0.1667,0.25,0.25,1,0.0,0.6,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
668,5s,8c,0.292,0.2855,0.25,0.5,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.042,-0.0339
669,5s,8d,0.3065,0.3986,0.25,0.5,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0441,-0.0473
670,5s,8h,0.4098,0.3294,0.25,0.5,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0589,-0.0391
671,5s,8s,0.4074,0.3721,0.25,0.5,0,1,0.25,0.25,0.25,0,0.0,0.6,0.1125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0586,-0.0442
672,5s,9c,0.4051,0.3713,0.25,0.5833,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0557,-0.0418
673,5s,9d,0.4677,0.3394,0.25,0.5833,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0643,-0.0382
674,5s,9h,0.4026,0.3733,0.25,0.5833,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0554,-0.042
675,5s,9s,0.4524,0.414,0.25,0.5833,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0622,-0.0466
676,5s,Tc,0.5334,0.4091,0.25,0.6667,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.07,-0.0435
677,5s,Td,0.4791,0.5199,0.25,0.6667,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0629,-0.0552
678,5s,Th,0.4015,0.4603,0.25,0.6667,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0527,-0.0489
679,5s,Ts,0.4422,0.4274,0.25,0.6667,0,1,0.4167,0.25,0.25,0,0.0,0.6,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.058,-0.0454
680,5s,Jc,0.4511,0.4656,0.25,0.75,0,0,0.5,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0564,-0.0466
681,5s,Jd,0.4015,0.5494,0.25,0.75,0,0,0.5,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0502,-0.0549
682,5s,Jh,0.4351,0.476,0.25,0.75,0,0,0.5,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0544,-0.0476
683,5s,Js,0.5407,0.5001,0.25,0.75,0,1,0.5,0.25,0.25,0,0.0,0.6,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0676,-0.05
684,5s,Qc,0.6083,0.6029,0.25,0.8333,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0722,-0.0565
685,5s,Qd,0.4561,0.614,0.25,0.8333,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0542,-0.0576
686,5s,Qh,0.4501,0.4454,0.25,0.8333,0,0,0.5833,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0535,-0.0418
687,5s,Qs,0.6259,0.6141,0.25,0.8333,0,1,0.5833,0.25,0.25,0,0.0,0.6,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0743,-0.0576
688,5s,Kc,0.5985,0.598,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0324,0.0473
689,5s,Kd,0.0,0.0,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
690,5s,Kh,0.6252,0.5669,0.25,0.9167,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0339,0.0449
691,5s,Ks,0.5064,0.4875,0.25,0.9167,0,1,0.6667,0.25,0.25,1,0.0,0.6,0.5083,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0274,0.0386
692,5s,Ac,0.59,0.6853,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0406,0.0642
693,5s,Ad,0.6486,0.6914,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0446,0.0648
694,5s,Ah,0.0,0.0,0.25,1.0,0,0,0.75,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
695,5s,As,0.709,0.5426,0.25,1.0,0,1,0.75,0.25,0.25,1,0.0,0.6,0.5375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0487,0.0509
696,6c,6d,0.4022,0.282,0.3333,0.3333,1,0,0.0,0.25,0.25,0,0.0,0.4,0.4,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0,0.007
697,6c,6h,0.3511,0.3381,0.3333,0.3333,1,0,0.0,0.25,0.25,0,0.0,0.4,0.4,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0,0.0085
698,6c,6s,0.3125,0.2954,0.3333,0.3333,1,0,0.0,0.25,0.25,0,0.0,0.4,0.4,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0,0.0074
699,6c,7c,0.3429,0.3416,0.3333,0.4167,0,1,0.0833,0.25,0.25,1,0.0,0.6,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0093,-0.0007
700,6c,7d,0.3086,0.3771,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0084,-0.0008
701,6c,7h,0.2978,0.377,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0081,-0.0008
702,6c,7s,0.0,0.0,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
703,6c,8c,0.4979,0.3865,0.3333,0.5,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0685,-0.0435
704,6c,8d,0.4621,0.4805,0.3333,0.5,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0635,-0.0541
705,6c,8h,0.4797,0.3639,0.3333,0.5,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.066,-0.0409
706,6c,8s,0.346,0.3561,0.3333,0.5,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0476,-0.0401
707,6c,9c,0.4788,0.5104,0.3333,0.5833,0,1,0.25,0.25,0.25,0,0.0,0.6,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0628,-0.0542
708,6c,9d,0.4894,0.3938,0.3333,0.5833,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0642,-0.0418
709,6c,9h,0.5129,0.4572,0.3333,0.5833,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0673,-0.0486
710,6c,9s,0.5092,0.5103,0.3333,0.5833,0,0,0.25,0.25,0.25,0,0.0,0.4,0.1375,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0668,-0.0542
711,6c,Tc,0.4898,0.5848,0.3333,0.6667,0,1,0.3333,0.25,0.25,0,0.0,0.6,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0612,-0.0585
712,6c,Td,0.5129,0.5271,0.3333,0.6667,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0641,-0.0527
713,6c,Th,0.5249,0.5728,0.3333,0.6667,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0656,-0.0573
714,6c,Ts,0.5254,0.4302,0.3333,0.6667,0,0,0.3333,0.25,0.25,0,0.0,0.4,0.15,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0657,-0.043
715,6c,Jc,0.4553,0.5301,0.3333,0.75,0,1,0.4167,0.25,0.25,0,0.0,0.6,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0541,-0.0497
716,6c,Jd,0.5022,0.4966,0.3333,0.75,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0596,-0.0466
717,6c,Jh,0.4529,0.5431,0.3333,0.75,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0538,-0.0509
718,6c,Js,0.5037,0.532,0.3333,0.75,0,0,0.4167,0.25,0.25,0,0.0,0.4,0.1625,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0598,-0.0499
719,6c,Qc,0.4947,0.6497,0.3333,0.8333,0,1,0.5,0.25,0.25,0,0.0,0.6,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0557,-0.0568
720,6c,Qd,0.4987,0.6562,0.3333,0.8333,0,0,0.5,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0561,-0.0574
721,6c,Qh,0.6544,0.6063,0.3333,0.8333,0,0,0.5,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0736,-0.0531
722,6c,Qs,0.5847,0.5759,0.3333,0.8333,0,0,0.5,0.25,0.25,0,0.0,0.4,0.175,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0658,-0.0504
723,6c,Kc,0.6359,0.6834,0.3333,0.9167,0,1,0.5833,0.25,0.25,1,0.0,0.6,0.5208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0384,0.0584
724,6c,Kd,0.0,0.0,0.3333,0.9167,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
725,6c,Kh,0.7042,0.6149,0.3333,0.9167,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.5208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0425,0.0525
726,6c,Ks,0.687,0.6554,0.3333,0.9167,0,0,0.5833,0.25,0.25,1,0.0,0.4,0.5208,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0415,0.056
727,6c,Ac,0.631,0.6618,0.3333,1.0,0,1,0.6667,0.25,0.25,1,0.0,0.6,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0473,0.0662
728,6c,Ad,0.5968,0.579,0.3333,1.0,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0448,0.0579
729,6c,Ah,0.0,0.0,0.3333,1.0,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
730,6c,As,0.5874,0.7465,0.3333,1.0,0,0,0.6667,0.25,0.25,1,0.0,0.4,0.55,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0441,0.0746
731,6d,6h,0.302,0.3762,0.3333,0.3333,1,0,0.0,0.25,0.25,0,0.0,0.4,0.4,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0,0.0094
732,6d,6s,0.3342,0.2678,0.3333,0.3333,1,0,0.0,0.25,0.25,0,0.0,0.4,0.4,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0,0.0067
733,6d,7c,0.3245,0.3626,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0088,-0.0008
734,6d,7d,0.3629,0.3795,0.3333,0.4167,0,1,0.0833,0.25,0.25,1,0.0,0.6,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0098,-0.0008
735,6d,7h,0.3067,0.3496,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.3458,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0083,-0.0007
736,6d,7s,0.0,0.0,0.3333,0.4167,0,0,0.0833,0.25,0.25,1,0.0,0.4,0.0,1,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,0.0,0.0
737,6d,8c,0.3732,0.3984,0.3333,0.5,0,0,0.1667,0.25,0.25,0,0.0,0.4,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0513,-0.0448
738,6d,8d,0.3843,0.4362,0.3333,0.5,0,1,0.1667,0.25,0.25,0,0.0,0.6,0.125,0,1.0,0.9167,0.4167,0.0833,0.6667,0.3333,1.0,0.0,0.25,0.25,0.25,0.25,0,0,0,1.0,0.3333,0.5,0.75,1.5,-0.0528,-0.0491
